Bandit,Reward,Algorithm
2,3.9438900681077516,EpsilonGreedy
2,3.40142256214989,EpsilonGreedy
2,2.0302816320350807,EpsilonGreedy
2,2.747250854987559,EpsilonGreedy
2,3.5616971093793564,EpsilonGreedy
2,2.2098544035493255,EpsilonGreedy
2,0.9826560696188378,EpsilonGreedy
2,3.3684890521151107,EpsilonGreedy
2,1.8526539225458247,EpsilonGreedy
2,2.636996314098545,EpsilonGreedy
2,4.324838250961438,EpsilonGreedy
2,3.115483231615015,EpsilonGreedy
2,3.8678672905383076,EpsilonGreedy
2,4.060863330723698,EpsilonGreedy
2,1.8277035148582437,EpsilonGreedy
2,0.8006420099134246,EpsilonGreedy
2,3.619721187279204,EpsilonGreedy
2,2.4175089520081428,EpsilonGreedy
2,4.073992666353789,EpsilonGreedy
2,3.883908389405107,EpsilonGreedy
2,1.625630819862975,EpsilonGreedy
2,3.2710090656067523,EpsilonGreedy
2,1.9503861775830622,EpsilonGreedy
2,2.397271011108888,EpsilonGreedy
2,4.286692622195233,EpsilonGreedy
2,0.25503810459477716,EpsilonGreedy
2,2.649676497611139,EpsilonGreedy
2,5.247135708102374,EpsilonGreedy
2,3.422825825325538,EpsilonGreedy
2,3.143681145751123,EpsilonGreedy
2,2.1919214645319696,EpsilonGreedy
2,2.5314526354124007,EpsilonGreedy
2,3.313132159082925,EpsilonGreedy
2,3.5823354306089343,EpsilonGreedy
2,4.055765316847051,EpsilonGreedy
2,3.3381916805590817,EpsilonGreedy
2,2.2006445998740833,EpsilonGreedy
2,3.0363113182294375,EpsilonGreedy
2,3.0682542331742058,EpsilonGreedy
2,2.269244893421175,EpsilonGreedy
2,3.2247011750911745,EpsilonGreedy
2,2.6072840918577787,EpsilonGreedy
2,2.4076223562929377,EpsilonGreedy
2,3.215885879914903,EpsilonGreedy
2,1.9303488953292849,EpsilonGreedy
2,3.580724802745784,EpsilonGreedy
2,3.222884887361317,EpsilonGreedy
2,3.0795898641268558,EpsilonGreedy
2,3.474481192272587,EpsilonGreedy
2,2.1157733574584414,EpsilonGreedy
2,2.5057202526178495,EpsilonGreedy
2,2.4596270525428983,EpsilonGreedy
2,2.051436636227453,EpsilonGreedy
2,3.4865474569408335,EpsilonGreedy
2,1.512943473878968,EpsilonGreedy
2,4.930971104450032,EpsilonGreedy
2,2.747267267037606,EpsilonGreedy
2,3.3149974776394266,EpsilonGreedy
2,3.193873373883871,EpsilonGreedy
2,3.2913961222644157,EpsilonGreedy
2,2.7659199586739147,EpsilonGreedy
2,1.757787864964389,EpsilonGreedy
2,2.579415481750128,EpsilonGreedy
2,3.7109935083212773,EpsilonGreedy
2,1.8641538776237652,EpsilonGreedy
2,4.184573128997937,EpsilonGreedy
2,2.926919932511154,EpsilonGreedy
2,2.337025186066155,EpsilonGreedy
2,2.5760118686293456,EpsilonGreedy
2,1.741436982645845,EpsilonGreedy
2,4.56618109456414,EpsilonGreedy
2,4.062098392074493,EpsilonGreedy
2,2.399340459333345,EpsilonGreedy
2,1.7023195906139135,EpsilonGreedy
2,1.913877023767586,EpsilonGreedy
2,3.0679559086075323,EpsilonGreedy
2,3.5918848878570646,EpsilonGreedy
2,1.3244964305833464,EpsilonGreedy
2,3.3085006312060896,EpsilonGreedy
2,4.30378971569004,EpsilonGreedy
2,1.1582379297447343,EpsilonGreedy
2,3.262061471401958,EpsilonGreedy
2,1.6956416084966384,EpsilonGreedy
2,4.963245995860033,EpsilonGreedy
2,1.8947231589380278,EpsilonGreedy
2,3.5618803179204312,EpsilonGreedy
2,2.7205521821559704,EpsilonGreedy
2,2.156806778654846,EpsilonGreedy
2,1.7026702303737953,EpsilonGreedy
2,2.449982138438589,EpsilonGreedy
2,3.584528907818478,EpsilonGreedy
2,2.7293917436938258,EpsilonGreedy
2,5.395886574536991,EpsilonGreedy
2,3.666032827863982,EpsilonGreedy
0,0.5790965935052836,EpsilonGreedy
2,2.8887869851029864,EpsilonGreedy
2,2.1689925559242966,EpsilonGreedy
2,2.9089276184802233,EpsilonGreedy
2,2.3349605008005927,EpsilonGreedy
2,2.6999762003152714,EpsilonGreedy
2,2.577226767024405,EpsilonGreedy
2,3.842902361499022,EpsilonGreedy
2,3.509760141812709,EpsilonGreedy
2,2.745296872559288,EpsilonGreedy
2,3.015246279163935,EpsilonGreedy
2,1.9965256419913104,EpsilonGreedy
2,2.2403120504382175,EpsilonGreedy
2,0.1465668806758753,EpsilonGreedy
2,2.804864355538311,EpsilonGreedy
2,1.8903562548924957,EpsilonGreedy
2,2.0468138860511513,EpsilonGreedy
2,3.1118509738032207,EpsilonGreedy
2,2.7723610268251853,EpsilonGreedy
2,2.962616334448725,EpsilonGreedy
2,3.456276861148134,EpsilonGreedy
2,2.836135889077049,EpsilonGreedy
2,3.8538816187261373,EpsilonGreedy
2,3.6287195363790707,EpsilonGreedy
2,1.854639865380281,EpsilonGreedy
2,3.4812532800785605,EpsilonGreedy
2,2.2005086117794406,EpsilonGreedy
2,2.6464167255835025,EpsilonGreedy
2,1.9689845198801486,EpsilonGreedy
2,3.110112600870033,EpsilonGreedy
2,3.0951373440961105,EpsilonGreedy
2,2.6690396067155246,EpsilonGreedy
2,3.995639051375474,EpsilonGreedy
2,1.6801335181619432,EpsilonGreedy
2,3.305984919571104,EpsilonGreedy
2,3.504646033658759,EpsilonGreedy
2,3.1589679319847055,EpsilonGreedy
2,3.7590983856718077,EpsilonGreedy
2,3.633016838053618,EpsilonGreedy
2,2.678763506499486,EpsilonGreedy
2,2.35615461763272,EpsilonGreedy
2,1.9417385676676635,EpsilonGreedy
2,2.802753148196968,EpsilonGreedy
2,4.556447236980764,EpsilonGreedy
2,3.776715929658916,EpsilonGreedy
2,4.84413373570574,EpsilonGreedy
2,3.126286170858882,EpsilonGreedy
2,4.271532065281972,EpsilonGreedy
2,4.337248099157535,EpsilonGreedy
2,4.003279526299322,EpsilonGreedy
2,2.1501063339581314,EpsilonGreedy
2,3.4847786698996517,EpsilonGreedy
2,3.4964349270235444,EpsilonGreedy
2,4.593083551858042,EpsilonGreedy
2,3.4489380051358287,EpsilonGreedy
2,3.0862563923468818,EpsilonGreedy
2,2.2162208747227905,EpsilonGreedy
2,0.7440282913721115,EpsilonGreedy
2,1.303212786541125,EpsilonGreedy
2,2.4071785023788554,EpsilonGreedy
2,2.254037726872785,EpsilonGreedy
2,3.480179318018501,EpsilonGreedy
2,3.6411411026703377,EpsilonGreedy
2,2.5124865282946827,EpsilonGreedy
2,4.93012417634483,EpsilonGreedy
2,2.8026412544559554,EpsilonGreedy
2,3.5007842855242552,EpsilonGreedy
2,3.8057948461232334,EpsilonGreedy
2,4.0679933590426876,EpsilonGreedy
2,4.279881891475877,EpsilonGreedy
2,5.08118725789258,EpsilonGreedy
2,3.0792410954233302,EpsilonGreedy
2,3.6310299262325727,EpsilonGreedy
2,2.322548582375233,EpsilonGreedy
2,2.465578539998175,EpsilonGreedy
2,2.5108692053562973,EpsilonGreedy
2,3.785116426147659,EpsilonGreedy
2,3.335929047472261,EpsilonGreedy
2,3.23376894097418,EpsilonGreedy
2,3.5700059998382816,EpsilonGreedy
2,3.1560506816160183,EpsilonGreedy
2,3.919460376543072,EpsilonGreedy
2,3.5356371503476787,EpsilonGreedy
2,2.8160790352292726,EpsilonGreedy
2,1.1893994660619593,EpsilonGreedy
2,4.660478833546167,EpsilonGreedy
2,4.357663771182487,EpsilonGreedy
2,1.920777704460591,EpsilonGreedy
2,2.6372830294312823,EpsilonGreedy
2,3.21521359922029,EpsilonGreedy
2,3.849931335369538,EpsilonGreedy
2,3.396689949405519,EpsilonGreedy
2,5.68574963110143,EpsilonGreedy
2,2.0917282482966897,EpsilonGreedy
2,4.621126641679847,EpsilonGreedy
2,2.761923505470395,EpsilonGreedy
2,3.4156695457237225,EpsilonGreedy
2,4.103172962738058,EpsilonGreedy
2,2.666346102443624,EpsilonGreedy
2,3.9159888261369944,EpsilonGreedy
2,2.629864459019491,EpsilonGreedy
2,3.4376281739023393,EpsilonGreedy
2,1.216327318012681,EpsilonGreedy
2,2.6156041789138054,EpsilonGreedy
2,3.185631463788411,EpsilonGreedy
2,2.9725006665499722,EpsilonGreedy
2,4.093109652007727,EpsilonGreedy
2,3.4830828055662857,EpsilonGreedy
2,2.9905815738320323,EpsilonGreedy
2,2.7209552616131267,EpsilonGreedy
2,3.4897455818580045,EpsilonGreedy
2,3.018886451451553,EpsilonGreedy
2,3.489377940874344,EpsilonGreedy
2,1.3201328784256032,EpsilonGreedy
2,2.4908093664181,EpsilonGreedy
2,3.2700305240974763,EpsilonGreedy
2,3.369066007778054,EpsilonGreedy
2,2.2486628134714217,EpsilonGreedy
2,4.702612138189764,EpsilonGreedy
2,3.753169200244122,EpsilonGreedy
2,3.288235409336364,EpsilonGreedy
2,2.773122820077363,EpsilonGreedy
1,2.4980849002293026,EpsilonGreedy
2,1.5840174701002336,EpsilonGreedy
2,2.4786214005332408,EpsilonGreedy
2,2.727565739169211,EpsilonGreedy
2,3.169373020953483,EpsilonGreedy
2,2.0058369422340627,EpsilonGreedy
2,3.475705559720288,EpsilonGreedy
2,1.4344987484672824,EpsilonGreedy
2,2.8194643875805747,EpsilonGreedy
2,1.407720861331259,EpsilonGreedy
2,4.9557263370270395,EpsilonGreedy
2,3.8789798983497343,EpsilonGreedy
2,2.3168920355014597,EpsilonGreedy
2,3.0985522836597506,EpsilonGreedy
2,1.6688056924895707,EpsilonGreedy
2,4.20789023688189,EpsilonGreedy
2,3.8075749850245053,EpsilonGreedy
2,3.9666821168354054,EpsilonGreedy
2,1.8146993677132097,EpsilonGreedy
2,2.8198080988412118,EpsilonGreedy
2,5.006590033429209,EpsilonGreedy
2,3.19302076344945,EpsilonGreedy
2,2.2245521679826012,EpsilonGreedy
2,3.7416126473157045,EpsilonGreedy
2,2.9047037832955738,EpsilonGreedy
2,0.7322982197587309,EpsilonGreedy
2,2.3372942096022227,EpsilonGreedy
2,3.993869251413883,EpsilonGreedy
2,2.451945126945125,EpsilonGreedy
2,3.4869966972955218,EpsilonGreedy
2,3.0645264196692956,EpsilonGreedy
2,3.613914710158921,EpsilonGreedy
2,3.074461577538604,EpsilonGreedy
2,3.8681383652561867,EpsilonGreedy
2,1.489797067327229,EpsilonGreedy
2,2.871037996222626,EpsilonGreedy
2,3.695821130073236,EpsilonGreedy
2,3.4114631221672433,EpsilonGreedy
2,4.763183065405177,EpsilonGreedy
2,0.8803282605804563,EpsilonGreedy
2,2.7387148976736646,EpsilonGreedy
2,0.06467307497849983,EpsilonGreedy
2,3.8852726741241597,EpsilonGreedy
2,2.940010610364708,EpsilonGreedy
2,2.1541858449989615,EpsilonGreedy
2,4.280517152381595,EpsilonGreedy
2,3.1298767757851755,EpsilonGreedy
2,2.8598153339510897,EpsilonGreedy
2,2.76705557263456,EpsilonGreedy
2,2.2519238535214816,EpsilonGreedy
2,4.385515841825744,EpsilonGreedy
2,2.872800156434554,EpsilonGreedy
2,2.6106973131282523,EpsilonGreedy
2,4.278404615074187,EpsilonGreedy
2,3.6870514266782446,EpsilonGreedy
2,2.9384665959239773,EpsilonGreedy
2,2.2486024053255065,EpsilonGreedy
2,4.036619389812651,EpsilonGreedy
2,2.7124289800745016,EpsilonGreedy
2,2.846294022395088,EpsilonGreedy
2,3.896970890083801,EpsilonGreedy
2,3.4179746104759707,EpsilonGreedy
2,2.534219454799301,EpsilonGreedy
2,2.576656034522735,EpsilonGreedy
2,3.5765993749111624,EpsilonGreedy
2,2.7480707323291016,EpsilonGreedy
2,2.961242755491574,EpsilonGreedy
2,3.114694546576168,EpsilonGreedy
2,3.697170670675537,EpsilonGreedy
2,2.4604273262491,EpsilonGreedy
2,2.6377974451400727,EpsilonGreedy
2,2.913262684438487,EpsilonGreedy
2,2.595144994407639,EpsilonGreedy
2,4.231026105492125,EpsilonGreedy
2,2.233684110197599,EpsilonGreedy
2,2.383301181213185,EpsilonGreedy
2,1.0096340689100396,EpsilonGreedy
2,2.1934408889474954,EpsilonGreedy
2,3.625921301856101,EpsilonGreedy
2,4.585239762406573,EpsilonGreedy
2,2.284550322571393,EpsilonGreedy
2,3.1127659962932284,EpsilonGreedy
2,3.961690293451806,EpsilonGreedy
2,3.746724464774767,EpsilonGreedy
2,2.0871497912808694,EpsilonGreedy
2,1.4966772356497844,EpsilonGreedy
2,3.3555748613971303,EpsilonGreedy
2,2.7265015159994563,EpsilonGreedy
2,2.4248491441503655,EpsilonGreedy
2,3.4280152982012684,EpsilonGreedy
2,3.019006984648155,EpsilonGreedy
2,3.0029709426316855,EpsilonGreedy
2,2.245578324779385,EpsilonGreedy
2,2.24094426832378,EpsilonGreedy
2,1.4021736282016268,EpsilonGreedy
2,3.3455246773901437,EpsilonGreedy
2,2.0617041491555206,EpsilonGreedy
2,4.230076891013038,EpsilonGreedy
2,2.0238069530981675,EpsilonGreedy
2,2.626135531041199,EpsilonGreedy
2,3.6655078386459525,EpsilonGreedy
2,1.6199599665774038,EpsilonGreedy
2,4.277031957753301,EpsilonGreedy
2,1.2079882107541986,EpsilonGreedy
2,4.190606003478088,EpsilonGreedy
2,2.0515334386749533,EpsilonGreedy
2,3.2815169687221974,EpsilonGreedy
2,2.2131399096171034,EpsilonGreedy
2,3.0215139195784406,EpsilonGreedy
2,3.8147638551049847,EpsilonGreedy
2,3.1806873555823825,EpsilonGreedy
2,3.195201922199154,EpsilonGreedy
2,1.865740024640201,EpsilonGreedy
2,3.3181827214420627,EpsilonGreedy
2,2.9864783974656843,EpsilonGreedy
2,2.899840540502226,EpsilonGreedy
2,4.034297739007792,EpsilonGreedy
2,1.5607647919115635,EpsilonGreedy
2,4.660393563361434,EpsilonGreedy
2,3.381193186684399,EpsilonGreedy
2,3.37826407875744,EpsilonGreedy
2,2.387386276858051,EpsilonGreedy
2,2.971195637203879,EpsilonGreedy
2,2.437668084940495,EpsilonGreedy
2,3.0689139833644963,EpsilonGreedy
2,2.598253690645803,EpsilonGreedy
2,1.9179272941435337,EpsilonGreedy
2,4.660470173100732,EpsilonGreedy
2,2.668958473992442,EpsilonGreedy
2,2.171442468881135,EpsilonGreedy
2,2.036017306909859,EpsilonGreedy
2,3.3413590476981208,EpsilonGreedy
2,3.18880509838384,EpsilonGreedy
2,2.9586257217468592,EpsilonGreedy
2,1.8036418485259251,EpsilonGreedy
2,2.66125153623836,EpsilonGreedy
2,2.785228360589603,EpsilonGreedy
2,4.39728031843212,EpsilonGreedy
2,3.19815813489039,EpsilonGreedy
2,3.593656573400683,EpsilonGreedy
2,4.6716256075162725,EpsilonGreedy
2,4.644945772127417,EpsilonGreedy
2,0.28378072432066137,EpsilonGreedy
2,5.220167695584067,EpsilonGreedy
2,3.06822066170641,EpsilonGreedy
2,3.7501098520893077,EpsilonGreedy
2,2.406769405750079,EpsilonGreedy
2,2.28487901664671,EpsilonGreedy
2,3.6457413327384174,EpsilonGreedy
2,3.5612954571374202,EpsilonGreedy
2,2.9031903868512683,EpsilonGreedy
2,0.7817582130303955,EpsilonGreedy
2,2.467005091275506,EpsilonGreedy
2,4.346875775187177,EpsilonGreedy
2,3.462212035838405,EpsilonGreedy
2,1.6889238780808584,EpsilonGreedy
2,2.5494144968904067,EpsilonGreedy
2,3.481276944498852,EpsilonGreedy
2,2.204823466713984,EpsilonGreedy
2,4.191457505985261,EpsilonGreedy
2,1.9939342118995356,EpsilonGreedy
2,1.109421604196947,EpsilonGreedy
2,1.2137084453623561,EpsilonGreedy
2,3.4313775832584055,EpsilonGreedy
2,3.6118129994923196,EpsilonGreedy
2,3.2883238607184837,EpsilonGreedy
2,2.3043654316593276,EpsilonGreedy
2,2.5234507672665005,EpsilonGreedy
2,2.5245170226154356,EpsilonGreedy
2,1.8317581444326823,EpsilonGreedy
2,1.2629691775711631,EpsilonGreedy
2,3.6365599420939922,EpsilonGreedy
2,2.6227591789706333,EpsilonGreedy
2,3.152293499283824,EpsilonGreedy
2,2.454878933141774,EpsilonGreedy
2,2.3619073636285384,EpsilonGreedy
2,2.3916437743763925,EpsilonGreedy
2,4.5753835963883125,EpsilonGreedy
2,3.3012779868970545,EpsilonGreedy
2,4.9039117470203015,EpsilonGreedy
2,3.4615024104836474,EpsilonGreedy
2,3.8820081839073284,EpsilonGreedy
2,3.167988315542556,EpsilonGreedy
2,3.7203400843417724,EpsilonGreedy
2,3.190854371090184,EpsilonGreedy
2,3.2018758139797736,EpsilonGreedy
2,3.4016498366896535,EpsilonGreedy
2,4.064919273019331,EpsilonGreedy
2,2.723064132001035,EpsilonGreedy
2,2.693363281856353,EpsilonGreedy
2,3.183712525828285,EpsilonGreedy
2,3.9715533053829475,EpsilonGreedy
2,3.723363846816417,EpsilonGreedy
2,3.9405816034889782,EpsilonGreedy
2,2.331842590955238,EpsilonGreedy
2,1.213385850201786,EpsilonGreedy
2,3.852314018888715,EpsilonGreedy
2,3.5002747187176237,EpsilonGreedy
2,3.153661152543278,EpsilonGreedy
2,2.9705803624657925,EpsilonGreedy
2,2.2215658288591986,EpsilonGreedy
2,3.3402743425077976,EpsilonGreedy
2,3.594984875882033,EpsilonGreedy
2,4.976298769378351,EpsilonGreedy
2,3.1235033075544307,EpsilonGreedy
2,2.769605523509242,EpsilonGreedy
2,3.0194185704706995,EpsilonGreedy
2,4.335907520517056,EpsilonGreedy
0,0.28821868812307216,EpsilonGreedy
2,3.363830123769179,EpsilonGreedy
2,3.9220826464740384,EpsilonGreedy
2,3.6689849826974035,EpsilonGreedy
2,2.920641455736751,EpsilonGreedy
2,1.8304335723884337,EpsilonGreedy
2,3.2616358986647267,EpsilonGreedy
2,2.1474370975435924,EpsilonGreedy
2,5.189910958157325,EpsilonGreedy
2,2.5050995362756767,EpsilonGreedy
2,3.319370517146308,EpsilonGreedy
2,3.8265549098786593,EpsilonGreedy
2,3.558936220694922,EpsilonGreedy
2,2.786849354986631,EpsilonGreedy
2,3.7023329789928674,EpsilonGreedy
2,1.8702623098247657,EpsilonGreedy
2,3.6634643107874965,EpsilonGreedy
2,3.812557354628549,EpsilonGreedy
2,2.542848851682662,EpsilonGreedy
2,1.9889409081479204,EpsilonGreedy
2,5.522445740122132,EpsilonGreedy
2,2.4320985819989476,EpsilonGreedy
2,3.41433298142639,EpsilonGreedy
2,2.2052568291441474,EpsilonGreedy
2,3.5098103535499137,EpsilonGreedy
2,2.9672433664562323,EpsilonGreedy
2,2.3250609287750974,EpsilonGreedy
2,4.192333703167355,EpsilonGreedy
2,2.5433052425573353,EpsilonGreedy
2,2.919977168393207,EpsilonGreedy
2,1.9490490143102588,EpsilonGreedy
2,2.3075795372328005,EpsilonGreedy
2,1.7471643939031094,EpsilonGreedy
2,3.6045326685622427,EpsilonGreedy
2,3.10091028615861,EpsilonGreedy
2,3.27334235819077,EpsilonGreedy
2,3.3984658468649602,EpsilonGreedy
2,4.979855556730983,EpsilonGreedy
2,3.5645650182040036,EpsilonGreedy
2,3.8277613936110333,EpsilonGreedy
2,1.8964300414342563,EpsilonGreedy
2,2.3860300457241856,EpsilonGreedy
2,3.5888339348361753,EpsilonGreedy
2,4.107903563629135,EpsilonGreedy
2,0.7165968550563853,EpsilonGreedy
2,2.9120191346051763,EpsilonGreedy
2,2.0981461969726727,EpsilonGreedy
2,2.3036207545177456,EpsilonGreedy
2,3.4246373551383673,EpsilonGreedy
2,4.000582672816488,EpsilonGreedy
2,5.031920680917278,EpsilonGreedy
2,1.9837445648017016,EpsilonGreedy
2,4.3010738083181215,EpsilonGreedy
2,1.8313886140843088,EpsilonGreedy
2,2.6362049796402798,EpsilonGreedy
2,3.0123333853642262,EpsilonGreedy
2,3.1801569208182943,EpsilonGreedy
2,1.2625307207390823,EpsilonGreedy
2,2.622187308322372,EpsilonGreedy
2,3.581748494026822,EpsilonGreedy
2,2.94827216976776,EpsilonGreedy
2,4.500135587858689,EpsilonGreedy
2,2.3685418696947433,EpsilonGreedy
2,2.3835155251964366,EpsilonGreedy
2,2.471425694756119,EpsilonGreedy
2,3.908861535791316,EpsilonGreedy
2,1.5346249946796582,EpsilonGreedy
2,2.6520455235022244,EpsilonGreedy
2,2.606702639616024,EpsilonGreedy
2,2.1732296267759432,EpsilonGreedy
2,2.824739328985553,EpsilonGreedy
2,3.0373237380824616,EpsilonGreedy
2,3.805570685218191,EpsilonGreedy
2,1.5080453136698388,EpsilonGreedy
2,2.670379649743644,EpsilonGreedy
2,2.5451154440922568,EpsilonGreedy
2,3.3816480453769944,EpsilonGreedy
2,3.4620554270549113,EpsilonGreedy
2,1.8076759383096002,EpsilonGreedy
2,3.4345207549404915,EpsilonGreedy
2,3.5955903269005987,EpsilonGreedy
2,3.9379538250160193,EpsilonGreedy
2,3.0260375361687037,EpsilonGreedy
2,3.7118350556702384,EpsilonGreedy
2,2.669217581892849,EpsilonGreedy
2,4.265187991344444,EpsilonGreedy
2,2.3711211554916716,EpsilonGreedy
2,3.298808256700086,EpsilonGreedy
2,3.4985417744650062,EpsilonGreedy
2,3.547881891056231,EpsilonGreedy
2,2.300437191686755,EpsilonGreedy
2,3.4135731152806703,EpsilonGreedy
2,2.0515550208362137,EpsilonGreedy
2,3.983123750141073,EpsilonGreedy
